company_id,timein,breakout,breakin,timeout,monday,tuesday,wednesday,thursday,friday,saturday,sunday,flextime,delflag,id_,scheduleid
17,9:00:00,,,6:00:00,,1,,,,,,,,1057,120
17,9:00:00,,,6:00:00,,,1,,,,,,,1058,120
17,9:00:00,,,6:00:00,,,,1,,,,,,1059,120
17,9:00:00,,,6:00:00,,,,,1,,,,,1060,120
17,9:00:00,,,6:00:00,,,,,,1,,,,1061,120
17,1:00:00,,,12:00:00,,,,,,,1,,,1062,121
17,9:00:00,,,6:00:00,1,,,,,,,,,1063,121
17,9:00:00,,,6:00:00,,1,,,,,,,,1064,121
17,9:00:00,,,6:00:00,,,1,,,,,,,1065,121
17,9:00:00,,,6:00:00,,,,1,,,,,,1066,121
17,9:00:00,,,6:00:00,,,,,1,,,,,1067,121
17,9:00:00,,,6:00:00,,,,,,1,,,,1068,121
17,1:00:00,,,12:00:00,,,,,,,1,,,1069,122
17,9:00:00,,,6:00:00,1,,,,,,,,,1070,122
17,9:00:00,,,6:00:00,,1,,,,,,,,1071,122
17,9:00:00,,,6:00:00,,,1,,,,,,,1072,122
17,9:00:00,,,6:00:00,,,,1,,,,,,1073,122
17,9:00:00,,,6:00:00,,,,,1,,,,,1074,122
17,9:00:00,,,6:00:00,,,,,,1,,,,1075,122
17,1:00:00,,,12:00:00,,,,,,,1,,,1076,123
17,9:00:00,,,6:00:00,1,,,,,,,,,1077,123
17,9:00:00,,,6:00:00,,1,,,,,,,,1078,123
17,9:00:00,,,6:00:00,,,1,,,,,,,1079,123
17,9:00:00,,,6:00:00,,,,1,,,,,,1080,123
17,9:00:00,,,6:00:00,,,,,1,,,,,1081,123
17,9:00:00,,,6:00:00,,,,,,1,,,,1082,123
17,1:00:00,,,12:00:00,,,,,,,1,,,1083,124
17,9:00:00,,,6:00:00,1,,,,,,,,,1084,124
17,9:00:00,,,6:00:00,,1,,,,,,,,1085,124
17,9:00:00,,,6:00:00,,,1,,,,,,,1086,124
17,9:00:00,,,6:00:00,,,,1,,,,,,1087,124
17,9:00:00,,,6:00:00,,,,,1,,,,,1088,124
17,9:00:00,,,6:00:00,,,,,,1,,,,1089,124
17,1:00:00,,,12:00:00,,,,,,,1,,,1090,125
17,9:00:00,,,6:00:00,1,,,,,,,,,1091,125
17,9:00:00,,,6:00:00,,1,,,,,,,,1092,125
17,9:00:00,,,6:00:00,,,1,,,,,,,1093,125
17,9:00:00,,,6:00:00,,,,1,,,,,,1094,125
17,9:00:00,,,6:00:00,,,,,1,,,,,1095,125
17,9:00:00,,,6:00:00,,,,,,1,,,,1096,125
17,1:00:00,,,12:00:00,,,,,,,1,,,1097,126
17,9:00:00,,,6:00:00,1,,,,,,,,,1098,126
17,9:00:00,,,6:00:00,,1,,,,,,,,1099,126
17,9:00:00,,,6:00:00,,,1,,,,,,,1100,126
17,9:00:00,,,6:00:00,,,,1,,,,,,1101,126
17,9:00:00,,,6:00:00,,,,,1,,,,,1102,126
17,9:00:00,,,6:00:00,,,,,,1,,,,1103,126
17,1:00:00,,,12:00:00,,,,,,,1,,,1104,127
17,9:00:00,,,6:00:00,1,,,,,,,,,1105,127
17,9:00:00,,,6:00:00,,1,,,,,,,,1106,127
17,9:00:00,,,6:00:00,,,1,,,,,,,1107,127
17,9:00:00,,,6:00:00,,,,1,,,,,,1108,127
17,9:00:00,,,6:00:00,,,,,1,,,,,1109,127
17,9:00:00,,,6:00:00,,,,,,1,,,,1110,127
17,1:00:00,,,12:00:00,,,,,,,1,,,1111,128
17,9:00:00,,,6:00:00,1,,,,,,,,,1112,128
17,9:00:00,,,6:00:00,,1,,,,,,,,1113,128
17,9:00:00,,,6:00:00,,,1,,,,,,,1114,128
17,9:00:00,,,6:00:00,,,,1,,,,,,1115,128
17,9:00:00,,,6:00:00,,,,,1,,,,,1116,128
17,9:00:00,,,6:00:00,,,,,,1,,,,1117,128
17,1:00:00,,,12:00:00,,,,,,,1,,,1118,129
17,9:00:00,,,6:00:00,1,,,,,,,,,1119,129
17,9:00:00,,,6:00:00,,1,,,,,,,,1120,129
17,9:00:00,,,6:00:00,,,1,,,,,,,1121,129
17,9:00:00,,,6:00:00,,,,1,,,,,,1122,129
17,9:00:00,,,6:00:00,,,,,1,,,,,1123,129
17,9:00:00,,,6:00:00,,,,,,1,,,,1124,129
17,1:00:00,,,12:00:00,,,,,,,1,,,1125,130
17,9:00:00,,,6:00:00,1,,,,,,,,,1126,130
17,9:00:00,,,6:00:00,,1,,,,,,,,1127,130
17,9:00:00,,,6:00:00,,,1,,,,,,,1128,130
17,9:00:00,,,6:00:00,,,,1,,,,,,1129,130
17,9:00:00,,,6:00:00,,,,,1,,,,,1130,130
17,9:00:00,,,6:00:00,,,,,,1,,,,1131,130
17,1:00:00,,,12:00:00,,,,,,,1,,,1132,131
17,9:00:00,,,6:00:00,1,,,,,,,,,1133,131
17,9:00:00,,,6:00:00,,1,,,,,,,,1134,131
17,9:00:00,,,6:00:00,,,1,,,,,,,1135,131
17,9:00:00,,,6:00:00,,,,1,,,,,,1136,131
17,9:00:00,,,6:00:00,,,,,1,,,,,1137,131
17,9:00:00,,,6:00:00,,,,,,1,,,,1138,131
17,1:00:00,,,12:00:00,,,,,,,1,,,1139,132
17,9:00:00,,,6:00:00,1,,,,,,,,,1140,132
17,9:00:00,,,6:00:00,,1,,,,,,,,1141,132
17,9:00:00,,,6:00:00,,,1,,,,,,,1142,132
17,9:00:00,,,6:00:00,,,,1,,,,,,1143,132
17,9:00:00,,,6:00:00,,,,,1,,,,,1144,132
17,9:00:00,,,6:00:00,,,,,,1,,,,1145,132
17,1:00:00,,,12:00:00,,,,,,,1,,,1146,133
17,9:00:00,,,6:00:00,1,,,,,,,,,1147,133
17,9:00:00,,,6:00:00,,1,,,,,,,,1148,133
17,9:00:00,,,6:00:00,,,1,,,,,,,1149,133
17,9:00:00,,,6:00:00,,,,1,,,,,,1150,133
17,9:00:00,,,6:00:00,,,,,1,,,,,1151,133
17,9:00:00,,,6:00:00,,,,,,1,,,,1152,133
17,1:00:00,,,12:00:00,,,,,,,1,,,1153,134
17,9:00:00,,,6:00:00,1,,,,,,,,,1154,134
17,9:00:00,,,6:00:00,,1,,,,,,,,1155,134
17,9:00:00,,,6:00:00,,,1,,,,,,,1156,134
17,9:00:00,,,6:00:00,,,,1,,,,,,1157,134
17,9:00:00,,,6:00:00,,,,,1,,,,,1158,134
17,9:00:00,,,6:00:00,,,,,,1,,,,1159,134
17,1:00:00,,,12:00:00,,,,,,,1,,,1160,135
17,9:00:00,,,6:00:00,1,,,,,,,,,1161,135
17,9:00:00,,,6:00:00,,1,,,,,,,,1162,135
17,9:00:00,,,6:00:00,,,1,,,,,,,1163,135
17,9:00:00,,,6:00:00,,,,1,,,,,,1164,135
17,9:00:00,,,6:00:00,,,,,1,,,,,1165,135
17,9:00:00,,,6:00:00,,,,,,1,,,,1166,135
17,8:00:00,,,17:00:00,,,,,,,1,,,1167,136
17,8:00:00,,,17:00:00,1,,,,,,,,,1168,136
17,8:00:00,,,17:00:00,,1,,,,,,,,1169,136
17,8:00:00,,,17:00:00,,,1,,,,,,,1170,136
17,8:00:00,,,17:00:00,,,,1,,,,,,1171,136
17,8:00:00,,,17:00:00,,,,,1,,,,,1172,136
17,8:00:00,,,17:00:00,,,,,,1,,,,1173,136
17,1:00:00,,,12:00:00,,,,,,,1,,,1174,137
17,9:00:00,,,6:00:00,1,,,,,,,,,1175,137
17,9:00:00,,,6:00:00,,1,,,,,,,,1176,137
17,9:00:00,,,6:00:00,,,1,,,,,,,1177,137
17,9:00:00,,,6:00:00,,,,1,,,,,,1178,137
17,9:00:00,,,6:00:00,,,,,1,,,,,1179,137
